400.00	400.23	400.23	237.06	76.06	4.47	-4.47	0.14	0.07	0.06	399.58	400.35	400.23	237.06	76.06	4.47	0.00	4.47	-4.47	0.06	-4.14	4.14	5.37	5.37	5.37	-83.36	0.47	83.36	0.47	83.70	
400.00	399.16	399.16	213.08	68.40	4.02	-4.02	0.16	0.08	0.07	399.54	399.26	399.16	213.08	68.40	4.02	0.00	4.02	-4.02	0.07	-4.54	4.54	5.62	5.62	5.62	-87.22	0.44	87.22	0.44	87.51	
400.00	398.69	398.69	188.72	61.28	3.60	-3.60	0.17	0.08	0.08	399.46	398.74	398.69	188.72	61.28	3.60	0.00	3.60	-3.60	0.08	-5.33	5.33	5.85	5.85	5.85	-90.65	0.41	90.65	0.41	90.89	
400.00	398.72	398.72	163.97	54.21	3.19	-3.19	0.18	0.09	0.09	399.40	398.72	398.72	163.97	54.21	3.19	0.00	3.19	-3.19	0.09	-6.03	6.03	6.04	6.04	6.04	-93.65	0.41	93.65	0.41	93.87	
400.00	398.97	398.97	138.68	46.92	2.76	-2.76	0.19	0.10	0.10	399.35	398.94	398.97	138.68	46.92	2.76	0.00	2.76	-2.76	0.10	-6.44	6.44	6.21	6.21	6.21	-96.21	0.42	96.21	0.42	96.42	
400.00	399.21	399.21	112.76	39.24	2.31	-2.31	0.21	0.11	0.11	399.34	399.18	399.21	112.76	39.24	2.31	0.00	2.31	-2.31	0.11	-6.59	6.59	6.35	6.35	6.35	-98.31	0.44	98.31	0.44	98.52	
400.00	399.35	399.35	86.23	31.31	1.84	-1.84	0.22	0.12	0.12	399.34	399.33	399.35	86.23	31.31	1.84	0.00	1.84	-1.84	0.12	-6.61	6.61	6.45	6.45	6.45	-99.92	0.46	99.92	0.46	100.13	
400.00	399.39	399.39	59.23	23.17	1.36	-1.36	0.23	0.13	0.13	399.34	399.38	399.39	59.23	23.17	1.36	0.00	1.36	-1.36	0.13	-6.58	6.58	6.53	6.53	6.53	-101.05	0.47	101.05	0.47	101.25	
400.00	399.38	399.38	31.93	14.98	0.88	-0.88	0.24	0.14	0.14	399.34	399.38	399.38	31.93	14.98	0.88	0.00	0.88	-0.88	0.14	-6.57	6.57	6.57	6.57	6.57	-101.69	0.48	101.69	0.48	101.87	
400.00	399.37	399.37	4.52	6.72	0.40	-0.40	0.25	0.15	0.15	399.34	399.37	399.37	4.52	6.72	0.40	0.00	0.40	-0.40	0.15	-6.57	6.57	6.58	6.58	6.58	-101.83	0.48	101.83	0.48	102.00	
400.00	399.37	399.37	-22.85	-1.51	-0.09	0.09	0.26	0.16	0.16	399.34	399.37	399.37	-22.85	-1.51	-0.09	0.00	-0.09	0.09	0.16	-6.57	6.57	6.56	6.56	6.56	-101.48	0.48	101.48	0.48	101.62	
400.00	399.40	399.40	-50.04	-9.74	-0.57	0.57	0.27	0.17	0.17	399.34	399.40	399.40	-50.04	-9.74	-0.57	0.00	-0.57	0.57	0.17	-6.54	6.54	6.51	6.51	6.51	-100.63	0.48	100.63	0.48	100.76	
400.00	399.45	399.45	-76.94	-17.86	-1.05	1.05	0.28	0.18	0.18	399.35	399.44	399.45	-76.94	-17.86	-1.05	0.00	-1.05	1.05	0.18	-6.47	6.47	6.42	6.42	6.42	-99.30	0.47	99.30	0.47	99.40	
400.00	399.51	399.51	-103.39	-15.97	-0.94	0.94	0.29	0.19	0.19	399.36	399.50	399.51	-103.39	-15.97	-0.94	0.00	-0.94	0.94	0.19	-6.36	6.36	6.30	6.30	6.30	-98.07	1.22	98.07	1.22	98.90	
400.00	399.57	399.57	-129.24	-21.71	-1.28	1.28	0.30	0.20	0.20	399.38	399.56	399.57	-129.24	-21.71	-1.28	0.00	-1.28	1.28	0.20	-6.20	6.20	6.14	6.14	6.14	-96.50	2.30	96.50	2.30	98.38	
